IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
150100053,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,01/16/2015,18:00,NORTHERN,NONE,2800 Block of GREEN ST,-122.446001055682,37.7948545970277,"(37.7948545970277, -122.446001055682)",15010005371010
150100069,ASSAULT,BATTERY,Monday,02/02/2015,09:50,CENTRAL,NONE,1300 Block of TAYLOR ST,-122.413169470388,37.7947589530812,"(37.7947589530812, -122.413169470388)",15010006904134
150100075,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,02/02/2015,09:45,MISSION,"ARREST, BOOKED",1100 Block of VERMONT ST,-122.403513955008,37.7550864947417,"(37.7550864947417, -122.403513955008)",15010007562050
150100081,ARSON,ARSON OF AN INHABITED DWELLING,Monday,02/02/2015,10:05,MISSION,"ARREST, BOOKED",500 Block of VALENCIA ST,-122.421876488492,37.7640888944532,"(37.7640888944532, -122.421876488492)",15010008126036
150100081,WARRANTS,WARRANT ARREST,Monday,02/02/2015,10:05,MISSION,"ARREST, BOOKED",500 Block of VALENCIA ST,-122.421876488492,37.7640888944532,"(37.7640888944532, -122.421876488492)",15010008163010
150100097,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,02/02/2015,08:30,RICHMOND,NONE,LOCUST ST / CALIFORNIA ST,-122.451757655731,37.7866167883705,"(37.7866167883705, -122.451757655731)",15010009764020
150100100,SECONDARY CODES,JUVENILE INVOLVED,Tuesday,01/27/2015,08:45,RICHMOND,NONE,2900 Block of CLEMENT ST,-122.490771188288,37.7816954391618,"(37.7816954391618, -122.490771188288)",15010010015500
150100100,OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Tuesday,01/27/2015,08:45,RICHMOND,NONE,2900 Block of CLEMENT ST,-122.490771188288,37.7816954391618,"(37.7816954391618, -122.490771188288)",15010010027300
150100122,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,02/02/2015,10:53,NORTHERN,"ARREST, CITED",WEBSTER ST / ELLIS ST,-122.430798473748,37.7825695563336,"(37.7825695563336, -122.430798473748)",15010012265016
150100138,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Friday,01/30/2015,19:00,SOUTHERN,NONE,400 Block of TOWNSEND ST,-122.398389903403,37.7744749193206,"(37.7744749193206, -122.398389903403)",15010013805153
150100144,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,02/01/2015,20:15,MISSION,NONE,20TH ST / SOUTH VAN NESS AV,-122.416872883664,37.7587640201132,"(37.7587640201132, -122.416872883664)",15010014406244
150100150,LARCENY/THEFT,THEFT FROM MERCHANT OR LIBRARY,Sunday,02/01/2015,04:10,NORTHERN,NONE,2600 Block of LOMBARD ST,-122.444615066137,37.798682902385,"(37.798682902385, -122.444615066137)",15010015006394
150100166,MISSING PERSON,MISSING ADULT,Saturday,01/24/2015,19:00,BAYVIEW,NONE,800 Block of UNIVERSITY ST,-122.411162307172,37.719668771199,"(37.719668771199, -122.411162307172)",15010016674000
150100194,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,02/02/2015,10:58,PARK,NONE,OAK ST / COLE ST,-122.450601497864,37.7714591179274,"(37.7714591179274, -122.450601497864)",15010019465015
150100213,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,02/02/2015,10:20,INGLESIDE,NONE,200 Block of BLYTHDALE AV,-122.420556751442,37.7108945814914,"(37.7108945814914, -122.420556751442)",15010021315040
150100213,OTHER OFFENSES,"STAY AWAY ORDER VIOLATION, DV RELATED",Monday,02/02/2015,10:20,INGLESIDE,NONE,200 Block of BLYTHDALE AV,-122.420556751442,37.7108945814914,"(37.7108945814914, -122.420556751442)",15010021315151
150100213,KIDNAPPING,FALSE IMPRISONMENT,Monday,02/02/2015,10:20,INGLESIDE,NONE,200 Block of BLYTHDALE AV,-122.420556751442,37.7108945814914,"(37.7108945814914, -122.420556751442)",15010021326142
150100229,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Monday,02/02/2015,11:00,SOUTHERN,NONE,1200 Block of MARKET ST,-122.415444159886,37.7780245674641,"(37.7780245674641, -122.415444159886)",15010022909015
150100235,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Saturday,01/31/2015,01:00,TENDERLOIN,NONE,200 Block of POWELL ST,-122.408201657254,37.7868849113107,"(37.7868849113107, -122.408201657254)",15010023505073
150100241,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,02/02/2015,10:55,RICHMOND,NONE,GEARY BL / 22ND AV,-122.481516526312,37.7802227066368,"(37.7802227066368, -122.481516526312)",15010024106244
150100263,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,01/30/2015,15:00,MISSION,NONE,3200 Block of 20TH ST,-122.414139645652,37.758874126626,"(37.758874126626, -122.414139645652)",15010026306304
150100279,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Saturday,01/31/2015,20:00,SOUTHERN,NONE,600 Block of MISSION ST,-122.400860907814,37.7870905204825,"(37.7870905204825, -122.400860907814)",15010027905073
150100291,SECONDARY CODES,GANG ACTIVITY,Monday,02/02/2015,11:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15010029119400
150100291,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,02/02/2015,11:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15010029168020
150100304,NON-CRIMINAL,FOUND PROPERTY,Monday,02/02/2015,11:34,CENTRAL,NONE,0 Block of QUINCY ST,-122.405310423964,37.7913128123286,"(37.7913128123286, -122.405310423964)",15010030472000
150100332,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,02/02/2015,11:51,TENDERLOIN,"ARREST, BOOKED",EDDY ST / MASON ST,-122.409313111431,37.7843478513151,"(37.7843478513151, -122.409313111431)",15010033262050
150100354,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,01/31/2015,03:40,TARAVAL,NONE,24TH AV / IRVING ST,-122.482480961268,37.7633237012278,"(37.7633237012278, -122.482480961268)",15010035464070
150100360,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,02/02/2015,11:50,TENDERLOIN,"ARREST, BOOKED",100 Block of EDDY ST,-122.410135236377,37.7841889075267,"(37.7841889075267, -122.410135236377)",15010036062050
150100360,NON-CRIMINAL,SEARCH WARRANT SERVICE,Monday,02/02/2015,11:50,TENDERLOIN,"ARREST, BOOKED",100 Block of EDDY ST,-122.410135236377,37.7841889075267,"(37.7841889075267, -122.410135236377)",15010036075025
150100376,NON-CRIMINAL,LOST PROPERTY,Sunday,02/01/2015,12:00,BAYVIEW,NONE,800 Block of INDIANA ST,-122.3912257128,37.7590564727907,"(37.7590564727907, -122.3912257128)",15010037671000
150100382,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Monday,02/02/2015,11:38,NORTHERN,NONE,2300 Block of GREEN ST,-122.437797231259,37.795897532517,"(37.795897532517, -122.437797231259)",15010038207055
150100398,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,02/02/2015,11:10,SOUTHERN,NONE,800 Block of MARKET ST,-122.406520987144,37.7850629421661,"(37.7850629421661, -122.406520987144)",15010039864020
150100401,MISSING PERSON,MISSING ADULT,Tuesday,01/20/2015,15:00,NORTHERN,NONE,1100 Block of LARKIN ST,-122.418580508889,37.7881906054546,"(37.7881906054546, -122.418580508889)",15010040174000
150100401,MISSING PERSON,FOUND PERSON,Tuesday,01/20/2015,15:00,NORTHERN,NONE,1100 Block of LARKIN ST,-122.418580508889,37.7881906054546,"(37.7881906054546, -122.418580508889)",15010040175000
150100445,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,02/02/2015,09:36,TARAVAL,NONE,300 Block of RALSTON ST,-122.468877005913,37.7187936431951,"(37.7187936431951, -122.468877005913)",15010044515200
150100445,ASSAULT,THREATS AGAINST LIFE,Monday,02/02/2015,09:36,TARAVAL,NONE,300 Block of RALSTON ST,-122.468877005913,37.7187936431951,"(37.7187936431951, -122.468877005913)",15010044519057
150100451,NON-CRIMINAL,AIDED CASE,Friday,02/27/2015,09:00,INGLESIDE,NONE,1800 Block of CHURCH ST,-122.42679961735,37.7408779454292,"(37.7408779454292, -122.42679961735)",15010045151040
150100467,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Saturday,01/31/2015,10:11,TARAVAL,NONE,1200 Block of ORTEGA ST,-122.476860541877,37.7522985347253,"(37.7522985347253, -122.476860541877)",15010046705153
150100473,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,02/02/2015,11:45,BAYVIEW,NONE,0 Block of NICHOLS WY,-122.387234795761,37.7194008333885,"(37.7194008333885, -122.387234795761)",15010047306243
150100489,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Monday,02/02/2015,11:00,PARK,NONE,TWINPEAKS BL / PORTOLA DR,-122.450852211443,37.7458259930791,"(37.7458259930791, -122.450852211443)",15010048906224
150100495,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,01/30/2015,15:30,RICHMOND,NONE,7800 Block of GEARY BL,-122.50348287909,37.7791229026408,"(37.7791229026408, -122.50348287909)",15010049506301
150100508,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,02/02/2015,12:20,BAYVIEW,"ARREST, CITED",HOLLISTER AV / HAWES ST,-122.390564527749,37.7186884382294,"(37.7186884382294, -122.390564527749)",15010050865016
150100514,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,02/02/2015,11:30,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.466204667893,37.7725405391593,"(37.7725405391593, -122.466204667893)",15010051406242
150100520,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Friday,01/30/2015,16:00,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239,"(37.8096707013239, -122.365565425353)",15010052028165
150100536,OTHER OFFENSES,VIOLATION OF PARK CODE,Monday,02/02/2015,12:44,PARK,"ARREST, BOOKED",BUENAVISTAWEST AV / HAIGHT ST,-122.443311949602,37.7704697548539,"(37.7704697548539, -122.443311949602)",15010053630210
150100536,WARRANTS,WARRANT ARREST,Monday,02/02/2015,12:44,PARK,"ARREST, BOOKED",BUENAVISTAWEST AV / HAIGHT ST,-122.443311949602,37.7704697548539,"(37.7704697548539, -122.443311949602)",15010053663010
150100542,ASSAULT,BATTERY,Friday,01/30/2015,15:45,TARAVAL,NONE,100 Block of APTOS AV,-122.466758005159,37.7291845796038,"(37.7291845796038, -122.466758005159)",15010054204134
150100542,SECONDARY CODES,JUVENILE INVOLVED,Friday,01/30/2015,15:45,TARAVAL,NONE,100 Block of APTOS AV,-122.466758005159,37.7291845796038,"(37.7291845796038, -122.466758005159)",15010054215500
150100542,OTHER OFFENSES,INCIDENT ON SCHOOL GROUNDS,Friday,01/30/2015,15:45,TARAVAL,NONE,100 Block of APTOS AV,-122.466758005159,37.7291845796038,"(37.7291845796038, -122.466758005159)",15010054219089
150100558,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,02/02/2015,12:00,CENTRAL,"ARREST, BOOKED",600 Block of FILBERT ST,-122.410220142966,37.8013225692058,"(37.8013225692058, -122.410220142966)",15010055819090
150100558,OTHER OFFENSES,VIOLATION OF PARK CODE,Monday,02/02/2015,12:00,CENTRAL,"ARREST, BOOKED",600 Block of FILBERT ST,-122.410220142966,37.8013225692058,"(37.8013225692058, -122.410220142966)",15010055830210
150100558,WARRANTS,WARRANT ARREST,Monday,02/02/2015,12:00,CENTRAL,"ARREST, BOOKED",600 Block of FILBERT ST,-122.410220142966,37.8013225692058,"(37.8013225692058, -122.410220142966)",15010055863010
150100564,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,02/02/2015,12:50,SOUTHERN,"ARREST, BOOKED",500 Block of BRANNAN ST,-122.397615567933,37.7773918242817,"(37.7773918242817, -122.397615567933)",15010056465016
150100570,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,02/01/2015,00:05,PARK,NONE,BAKER ST / FELL ST,-122.440923876434,37.7736351065468,"(37.7736351065468, -122.440923876434)",15010057007021
150100586,NON-CRIMINAL,FOUND PROPERTY,Monday,02/02/2015,12:59,INGLESIDE,NONE,0 Block of AMAZON AV,-122.439992498876,37.7171486722748,"(37.7171486722748, -122.439992498876)",15010058672000
150100592,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,02/02/2015,12:00,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425,"(37.7841893501425, -122.407633520742)",15010059206363
150100605,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,02/02/2015,07:50,TARAVAL,NONE,700 Block of TARAVAL ST,-122.474102710416,37.7431744969963,"(37.7431744969963, -122.474102710416)",15010060506362
150100605,SECONDARY CODES,JUVENILE INVOLVED,Monday,02/02/2015,07:50,TARAVAL,NONE,700 Block of TARAVAL ST,-122.474102710416,37.7431744969963,"(37.7431744969963, -122.474102710416)",15010060515500
150100611,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,02/02/2015,12:38,NORTHERN,NONE,1800 Block of POLK ST,-122.421387229832,37.793700947263,"(37.793700947263, -122.421387229832)",15010061106304
140071185,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,01/23/2014,18:00,TARAVAL,NONE,WILSON ST / RHINE ST,-122.461139183524,37.7090849156407,"(37.7090849156407, -122.461139183524)",14007118507021
150100633,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,02/01/2015,17:00,PARK,NONE,STANYAN ST / FULTON ST,-122.454636839495,37.7747600205915,"(37.7747600205915, -122.454636839495)",15010063371010
150100649,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Friday,01/30/2015,19:35,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425,"(37.7841893501425, -122.407633520742)",15010064906364
150100661,OTHER OFFENSES,FALSE PERSONATION AND CHEAT CRIMES (GENERAL),Monday,02/02/2015,11:57,TENDERLOIN,UNFOUNDED,0 Block of TURK ST,-122.409853729941,37.7833862379382,"(37.7833862379382, -122.409853729941)",15010066109026
150100661,NON-CRIMINAL,COURTESY REPORT,Monday,02/02/2015,11:57,TENDERLOIN,UNFOUNDED,0 Block of TURK ST,-122.409853729941,37.7833862379382,"(37.7833862379382, -122.409853729941)",15010066168030
150100661,NON-CRIMINAL,CASE CLOSURE,Monday,02/02/2015,11:57,TENDERLOIN,UNFOUNDED,0 Block of TURK ST,-122.409853729941,37.7833862379382,"(37.7833862379382, -122.409853729941)",15010066175030
150100677,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Monday,02/02/2015,12:56,MISSION,NONE,200 Block of SHOTWELL ST,-122.416374835778,37.7644225165568,"(37.7644225165568, -122.416374835778)",15010067707055
150100677,ARSON,ARSON OF A VEHICLE,Monday,02/02/2015,12:56,MISSION,NONE,200 Block of SHOTWELL ST,-122.416374835778,37.7644225165568,"(37.7644225165568, -122.416374835778)",15010067726031
150100683,EMBEZZLEMENT,EMBEZZLEMENT (GENERAL),Sunday,02/01/2015,22:25,CENTRAL,NONE,100 Block of JEFFERSON ST,-122.414988252591,37.8082613305439,"(37.8082613305439, -122.414988252591)",15010068310090
150100699,NON-CRIMINAL,LOST PROPERTY,Sunday,01/25/2015,13:15,RICHMOND,NONE,3700 Block of GEARY BL,-122.45945169075,37.7813626132552,"(37.7813626132552, -122.45945169075)",15010069971000
150100702,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Monday,01/26/2015,09:00,INGLESIDE,NONE,ALEMANY BL / FARRAGUT AV,-122.451954177946,37.7120558827519,"(37.7120558827519, -122.451954177946)",15010070271010
150100718,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,02/02/2015,12:43,SOUTHERN,NONE,MINNA ST / 4TH ST,-122.403715607574,37.7840428115732,"(37.7840428115732, -122.403715607574)",15010071864020
150100724,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Monday,02/02/2015,12:59,BAYVIEW,"ARREST, BOOKED",700 Block of MISSOURI ST,-122.395771897062,37.7572927810101,"(37.7572927810101, -122.395771897062)",15010072405011
150100724,OTHER OFFENSES,PROBATION VIOLATION,Monday,02/02/2015,12:59,BAYVIEW,"ARREST, BOOKED",700 Block of MISSOURI ST,-122.395771897062,37.7572927810101,"(37.7572927810101, -122.395771897062)",15010072426170
150100730,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,02/02/2015,10:30,TENDERLOIN,NONE,100 Block of EDDY ST,-122.410157073911,37.7842973843312,"(37.7842973843312, -122.410157073911)",15010073028160
150100746,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,02/02/2015,13:41,MISSION,"ARREST, CITED",1000 Block of POTRERO AV,-122.406681057265,37.755343095442,"(37.755343095442, -122.406681057265)",15010074665015
150100774,ROBBERY,ROBBERY OF A CHAIN STORE WITH BODILY FORCE,Monday,02/02/2015,13:31,INGLESIDE,NONE,3300 Block of MISSION ST,-122.421644478447,37.7429970144076,"(37.7429970144076, -122.421644478447)",15010077403044
150100780,LARCENY/THEFT,PETTY THEFT BICYCLE,Friday,01/30/2015,11:00,SOUTHERN,NONE,5TH ST / FOLSOM ST,-122.403390364796,37.7802655777189,"(37.7802655777189, -122.403390364796)",15010078006313
150100796,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,02/02/2015,13:38,SOUTHERN,NONE,1100 Block of FOLSOM ST,-122.40856429774,37.7760967348453,"(37.7760967348453, -122.40856429774)",15010079604013
150100809,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Saturday,01/31/2015,12:00,RICHMOND,NONE,700 Block of 4TH AV,-122.461744585248,37.7746631001641,"(37.7746631001641, -122.461744585248)",15010080915041
150100815,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,01/31/2015,15:15,SOUTHERN,NONE,0 Block of 12TH ST,-122.419183647219,37.7734138699876,"(37.7734138699876, -122.419183647219)",15010081528160
150100821,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,02/02/2015,13:00,SOUTHERN,NONE,0 Block of 9TH ST,-122.415740127984,37.7771309690233,"(37.7771309690233, -122.415740127984)",15010082164020
150100837,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,02/02/2015,12:36,SOUTHERN,"ARREST, BOOKED",700 Block of MISSION ST,-122.403070000847,37.7852686309087,"(37.7852686309087, -122.403070000847)",15010083706362
150100843,ROBBERY,"ROBBERY, BODILY FORCE",Monday,02/02/2015,13:00,BAYVIEW,UNFOUNDED,NEWCOMB AV / 3RD ST,-122.390416955474,37.7355926105862,"(37.7355926105862, -122.390416955474)",15010084303074
150100843,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,02/02/2015,13:00,BAYVIEW,UNFOUNDED,NEWCOMB AV / 3RD ST,-122.390416955474,37.7355926105862,"(37.7355926105862, -122.390416955474)",15010084306372
140094892,ASSAULT,BATTERY,Saturday,02/01/2014,16:33,SOUTHERN,NONE,MARKET ST / 3RD ST,-122.403434086745,37.78764305018,"(37.78764305018, -122.403434086745)",14009489204134
150100865,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Monday,02/02/2015,12:15,INGLESIDE,NONE,0 Block of PHELAN AV,-122.452289660492,37.7256933575703,"(37.7256933575703, -122.452289660492)",15010086505073
150100871,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,02/02/2015,11:15,TENDERLOIN,"ARREST, BOOKED",100 Block of EDDY ST,-122.410157073911,37.7842973843312,"(37.7842973843312, -122.410157073911)",15010087162050
150100893,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Monday,02/02/2015,14:57,RICHMOND,NONE,400 Block of 6TH AV,-122.464279879446,37.7800332991006,"(37.7800332991006, -122.464279879446)",15010089351041
150100912,OTHER OFFENSES,RESISTING ARREST,Monday,02/02/2015,14:35,BAYVIEW,"ARREST, BOOKED",1500 Block of OAKDALE AV,-122.389471535682,37.7340319720999,"(37.7340319720999, -122.389471535682)",15010091227170
150100912,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,02/02/2015,14:35,BAYVIEW,"ARREST, BOOKED",1500 Block of OAKDALE AV,-122.389471535682,37.7340319720999,"(37.7340319720999, -122.389471535682)",15010091262050
150100912,NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Monday,02/02/2015,14:35,BAYVIEW,"ARREST, BOOKED",1500 Block of OAKDALE AV,-122.389471535682,37.7340319720999,"(37.7340319720999, -122.389471535682)",15010091273000
150100928,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Monday,02/02/2015,14:25,INGLESIDE,NONE,0 Block of CONRAD ST,-122.436278384006,37.7378517637694,"(37.7378517637694, -122.436278384006)",15010092828100
150100934,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,01/21/2015,12:00,SOUTHERN,NONE,1000 Block of MISSION ST,-122.40989282029,37.7801134973164,"(37.7801134973164, -122.40989282029)",15010093464070
150100940,VEHICLE THEFT,STOLEN TRUCK,Monday,02/02/2015,09:15,NORTHERN,NONE,1900 Block of LARKIN ST,-122.419955910836,37.7956830656712,"(37.7956830656712, -122.419955910836)",15010094007025
150100956,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Monday,02/02/2015,14:40,CENTRAL,NONE,BRETHARTE TR / FRANCISCO ST,-122.417487999146,37.8041769417232,"(37.8041769417232, -122.417487999146)",15010095628165
150100962,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Monday,02/02/2015,14:46,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.414317857881,37.7799444052046,"(37.7799444052046, -122.414317857881)",15010096211012
150100962,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,02/02/2015,14:46,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.414317857881,37.7799444052046,"(37.7799444052046, -122.414317857881)",15010096265010
150100978,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,02/02/2015,14:45,NORTHERN,NONE,1800 Block of POLK ST,-122.421387229832,37.793700947263,"(37.793700947263, -122.421387229832)",15010097806303
150100984,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Sunday,02/01/2015,22:30,BAYVIEW,NONE,900 Block of JAMESTOWN AV,-122.393038835144,37.7182677028816,"(37.7182677028816, -122.393038835144)",15010098406243
150100990,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,02/01/2015,18:00,TARAVAL,NONE,FUNSTON AV / NORIEGA ST,-122.47000800007,37.7554018489917,"(37.7554018489917, -122.47000800007)",15010099007021
150101001,WEAPON LAWS,SUSPICIOUS PACKAGE,Monday,02/02/2015,15:10,RICHMOND,UNFOUNDED,3600 Block of GEARY BL,-122.458290531535,37.7811656530832,"(37.7811656530832, -122.458290531535)",15010100112008
150101023,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,02/02/2015,14:56,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15010102364020
150101039,ASSAULT,THREATS AGAINST LIFE,Sunday,02/01/2015,22:00,PARK,NONE,2300 Block of GEARY BL,-122.442027369265,37.783111556712,"(37.783111556712, -122.442027369265)",15010103919057
140096371,ROBBERY,"ROBBERY, BODILY FORCE",Sunday,02/02/2014,06:50,SOUTHERN,NONE,MISSION ST / 11TH ST,-122.417104895556,37.7743242867908,"(37.7743242867908, -122.417104895556)",14009637103074
150101045,NON-CRIMINAL,AIDED CASE,Monday,02/02/2015,15:23,SOUTHERN,NONE,100 Block of NEWMONTGOMERY ST,-122.399787632605,37.7867834304358,"(37.7867834304358, -122.399787632605)",15010104551040
150101045,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,02/02/2015,15:23,SOUTHERN,NONE,100 Block of NEWMONTGOMERY ST,-122.399787632605,37.7867834304358,"(37.7867834304358, -122.399787632605)",15010104564020
150101051,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Monday,02/02/2015,14:00,PARK,NONE,300 Block of BUENAVISTAEAST AV,-122.440720545257,37.7667916111324,"(37.7667916111324, -122.440720545257)",15010105161030
150101095,ASSAULT,BATTERY,Monday,02/02/2015,14:40,PARK,NONE,TURK ST / PIERCE ST,-122.435426671978,37.7800763782418,"(37.7800763782418, -122.435426671978)",15010109504134
150101095,ASSAULT,THREATS AGAINST LIFE,Monday,02/02/2015,14:40,PARK,NONE,TURK ST / PIERCE ST,-122.435426671978,37.7800763782418,"(37.7800763782418, -122.435426671978)",15010109519057
150101108,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,02/02/2015,14:20,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.407244087032,37.7865647607685,"(37.7865647607685, -122.407244087032)",15010110806362
150101108,WARRANTS,WARRANT ARREST,Monday,02/02/2015,14:20,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.407244087032,37.7865647607685,"(37.7865647607685, -122.407244087032)",15010110863010
150101114,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Monday,02/02/2015,13:00,TENDERLOIN,NONE,300 Block of EDDY ST,-122.412930522059,37.7838344374141,"(37.7838344374141, -122.412930522059)",15010111451041
150101120,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,02/02/2015,14:30,MISSION,NONE,500 Block of SOUTH VAN NESS AV,-122.41747701285,37.764357751686,"(37.764357751686, -122.41747701285)",15010112015200
150101120,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,02/02/2015,14:30,MISSION,NONE,500 Block of SOUTH VAN NESS AV,-122.41747701285,37.764357751686,"(37.764357751686, -122.41747701285)",15010112064070
150101142,WARRANTS,WARRANT ARREST,Monday,02/02/2015,15:39,TENDERLOIN,"ARREST, BOOKED",100 Block of EDDY ST,-122.410135236377,37.7841889075267,"(37.7841889075267, -122.410135236377)",15010114263010
150101158,NON-CRIMINAL,LOST PROPERTY,Monday,02/02/2015,15:00,MISSION,NONE,16TH ST / POTRERO AV,-122.407538332319,37.7657827544276,"(37.7657827544276, -122.407538332319)",15010115871000
150101164,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,02/02/2015,15:15,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425,"(37.7841893501425, -122.407633520742)",15010116406362
150101164,TRESPASS,TRESPASSING,Monday,02/02/2015,15:15,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425,"(37.7841893501425, -122.407633520742)",15010116427195
150101170,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Monday,02/02/2015,17:00,CENTRAL,NONE,700 Block of VALLEJO ST,-122.409791662293,37.7985083480435,"(37.7985083480435, -122.409791662293)",15010117051041
